,keyword,type,text,literal,neu_diff,pos_diff,neg_diff,off_diff,n-off_diff
1018,capital punishment,capital punishment,"Rev. Matthews says no. "" The bible clearly states there are 3 times its okay to kill and that would be in war, capital punishment or protecting yourself ##60310 whats the value of HK? ",death penalty,-0.01720256,-0.040761177,0.011074754,0.07611435,-0.041123998
1019,capital punishment,capital punishment,"I personally would not object to capital punishment for the next person who uses the phrase ""these unprecedented times,"" but the unique situation nevertheless presents some questions which have been insufficiently examined. ",death penalty,-0.187734275,-0.356679705,0.14620014,0.339903885,-0.128684261
1020,capital punishment,capital punishment,"Such a complicated mixture of emotions combined with the often-incomprehensible language of capital punishment statutes often results in a recipe for errors in judgment on life and death decisions (Eisenberg et al., 1998; Steiner, 1999). ",death penalty,-0.072833231,-0.09480729,0.024739046,0.055220368,-0.025349204
1021,capital punishment,capital punishment,"argument do you leave any room for exceptions, such as capital punishment down my throat for that inconsistency, since I favor the death penalty. ",death penalty,-0.04737947,0.008359812,0.029491275,-0.028554262,0.025781881
1022,capital punishment,capital punishment,"Killing of one person by another by accident, self-defense, or capital punishment are all homicides but are not murder; these either lack intent or are justified. ",death penalty,-0.096972946,-0.113017293,0.021799603,0.008405886,-0.007059209
1023,capital punishment,capital punishment,"Stoning to death on adultery is again a controversial issue which is not in Koran at in those days for murderers since they did not have firing squads, electric execution chairs or lethal injections (which are there in your country for capital punishment) and beheading was the least painful of all deaths only for confirmed serial murderers and rapists. ",death penalty,0.030360675,0.057960597,-0.008456065,-0.000274798,0.000433399
1024,capital punishment,capital punishment,This is the second part in a brief series of posts looking at Benjamin Yost's discussion of the Irrevocability Argument against capital punishment. ,death penalty,-0.061482417,-0.181953186,0.91603805,0.362134304,-0.0862115
1025,capital punishment,capital punishment,"This problem has obvious implications for how the faithful respond to church teachings on contraception, capital punishment and war. ",death penalty,-0.086224399,-0.141660203,0.068712971,0.13551897,-0.049531041
1026,capital punishment,capital punishment,"That said, Perry is clearly more in tune with the mood of the GOP base, as evidenced when the audience burst into spontaneous applause in response to Brian Williams's bringing up Texas's first-in-the-nation rank when it comes to capital punishment. ",death penalty,0.105174518,-0.068114939,0.408594283,0.55962644,-0.153759354
1027,capital punishment,capital punishment,"In a time when debates about same-sex marriage, reproductive rights, capital punishment, epidemic hunger and even Big Bird dominate American discourse-- frequently bolstered by the language of ""morality"" and ""values""-- it is of paramount importance that we understand the values held by the religiously unaffiliated. ",death penalty,-0.035530869,-0.122223489,0.072348679,0.090704015,-0.062206014
1028,capital punishment,capital punishment,"I had no problem with abortion but abhorred capital punishment, which I suppose meant that I embraced the sanctity of life only in grown-ups. ",death penalty,-0.035456841,-0.106249967,0.106720877,0.054649332,-0.050089915
1029,differently-abled,differently-abled,"( Special Note for the **28;7849;TOOLONG: In this case ""Regular"" Folks=white, middle-to-upper class, able, straight, etc., and "" queers, differently-abled/minded, etc.. If you want to argue with me about that, you have five million other posts to read before I'll even consider talking to you about it. ",handicapped,-0.033144122,-0.036578341,0.029382277,0.167428404,-0.029910798
1030,differently-abled,differently-abled,It's the state's most infamous (historical) place for the shutting away of our differently-abled citizens. ,handicapped,-0.086038442,0.020011128,0.011603887,0.104528562,-0.052644428
1031,indigent,indigent,"He's going ""Professionally, it was fighting for the right of homeless and indigent people to vote,"" Gentry said of a successful case that spanned six years in northeast Ohio courts. ",poor,0.093312176,-0.150092409,0.448183195,0.202383633,-0.025330279
1032,indigent,indigent,I'm sure he offers an indigent veteran's rate in thanks for their service to his country. ,poor,-0.120812597,-0.797722193,7.092586063,0.8283862,-0.102367157
1033,indigent,indigent,"Personally, I spent several years to get a Ph.D. and expected to find full-time work, but it hasn't happened, and I am indigent. ",poor,-0.542769375,-0.588889848,0.323973816,0.505515749,-0.048804448
1034,indigent,indigent,""" An almost universally humane feeling inspired people of wealth as well as those in moderate circumstances to help the indigent families of soldiers in the field and the women who had lost their husbands and sons by sickness or in battle. ",poor,0.039371058,-0.073127464,0.306047902,0.140429724,-0.021885533
1035,indigent,indigent,"Give me a president who can win a popularity contest by lying, corrupting the indigent, the latinos and blacks (which is the category I fall under). ",poor,-0.120202196,-0.033552389,0.014186453,0.056279759,-0.105350594
1036,indigent,indigent,"If the government's case was so ""ill-considered"" (and so deceitfully and maliciously ill-conceived as well, I might add), will they do the proper due process amends under the 1st Amendment in terms of redress of grievances and restore my name, integrity, expenses that made me indigent, lost salary, pension, and also the good name and substance of the other whistleblowers related to my case ( Bill Binney, Kirk Wiebe, Ed Loomis other government employees and contractors, you don't hear about at all, who were harassed, intimidated, threatened, investigated, coerced, interrogated and even in some cases had their personal effects taken without warrants, or even lost their clearances because of the government's case against me and their personal or professional association with me? ",poor,-0.175433027,-0.184891743,0.076829658,0.045838157,-0.010751415
1037,indigent,indigent,Another Democratic would have sponsored expanded healthcare for indigent children. ,poor,-0.058340222,-0.40031919,1.289808585,0.45574658,-0.096683639
1038,indigent,indigent,"(d) In the absence of other effective measures, the following procedures to safeguard the Fifth Amendment privilege must be observed: the person in custody must, prior to interrogation, be clearly informed that he has the right to remain silent, and that anything he says will be used against him in court; he must be clearly informed that he has the right to consult with a lawyer and to have the lawyer with him during interrogation, and that, if he is indigent, a lawyer will be appointed to represent him. ",poor,-0.044230926,-0.052929127,0.153495929,0.040451854,-0.006753769
1039,indigent,indigent,"The potentiality for compulsion where the indigent Mexican defendant was a seriously disturbed individual with pronounced sexual fantasies, and in Stewart, in which the defendant was an indigent Los Angeles Negro who had dropped out of school in the sixth grade. ",poor,-0.316854559,-0.259345808,0.249685152,0.171107392,-0.158374467
1040,indigent,indigent,The need for counsel in order to protect the privilege exists for the indigent as well as the affluent. ,poor,-0.095925317,-0.185270075,0.943950049,-0.0040157,0.000615814
1041,indigent,indigent,"of counsel to the indigent at the time of interrogation while allowing an attorney to those who can afford one would be no more supportable by reason or logic than the similar situation at trial and on appeal struck down in Gideon v. Wainwright, 372 U. S. 335 (1963), and Douglas v. California, 372 U. S. 353 (1963). ",poor,-0.085054264,-0.033132912,0.283950535,0.145340089,-0.016543086
1042,indigent,indigent,"Breastfed infants were not entirely free from diarrheal deaths, however, and such deaths occurred more frequently in indigent families. ",poor,-0.201665255,-0.154641471,0.041099867,0.040375292,-0.027176911
1043,indigent,indigent,"It was you who placed the offensive reference in this discussion-- the word used to mean an indigent person, until the PC police changed it. ",poor,-0.297979968,-0.309053437,0.168711741,0.297381472,-0.100096413
1044,indigent,indigent,They not only tell a story but preserve the past of some indigent people of different nations. ,poor,-0.032286045,-0.33169987,1.876026441,0.898209329,-0.096060818
1045,indigent,indigent,The Free basic water allocation for indigent residents will be increased from 6 to 10 kilolitres from April 2020 until the end of June 2020. ,poor,0.034384653,-0.277566358,2.902724066,0.259438237,-0.037423538
1046,indigent,indigent,"However, most social workers are added to defense teams composed of public defenders representing indigent clients. ",poor,-0.35263242,-0.561984933,6.823306623,1.260407014,-0.099791044
1047,indigent,indigent,"Another group of characters in the series are a gang of young beggars and thieves whom Ma befriends and eventually adopts as his ""godchildren."" Their ability to go from a life of indigent the idle beggar, holding the donor hostage by falsifying the severity of his condition. ",poor,-0.012307795,-0.014875219,0.009900995,0.033976632,-0.039717054
1048,indigent,indigent,"And as the American Legislative Exchange Council points out in a new study, more than 20 states already have senior pharmaceutical assistance programs designed to help the indigent elderly. ",poor,-0.007837392,-0.002276893,0.37332462,0.227515567,-0.028326427
1049,detention camp,detention camp,"I met her two days later, in a detention camp. ",prison,-0.062878526,0.196962025,0.144913356,0.20859665,-0.057105601
1050,detention camp,detention camp,"Set up in 1985, in the security zone occupied by Israel since 1978, the detention camp of Khiam was run by Israel's auxiliary militia, the South Lebanon Army. ",prison,0.1777074,0.275875793,-0.176371613,-0.103232908,0.024308827
1051,detention camp,detention camp,"""We are turning into a nation of whimpering slaves to Fear-- fear of war, fear of poverty, fear of random terrorism, fear of getting down-sized or fired because of the plunging economy, fear of getting evicted for bad debts or suddenly getting locked up in a military detention camp on vague charges of being a Terrorist sympathizer."" Hunter S. Thompson. ",prison,-0.012313034,0.007978693,0.000910646,0.015144872,-0.024459419
1052,detention camp,detention camp,Judge Ciavarella is a criminal who will spend much longer in prison than Transue did in detention camp. ,prison,0.050880537,0.198014926,-0.005305973,0.000705569,-0.001719325
1053,detention camp,detention camp,On the far more important matter of Hor Nam Hong's role at Boeung Trabek-- a Khmer Rouge detention camp for diplomats in Phnom Penh where he was both a prisoner and the president of the prisoners' committee-- the ministry's letter is even less clarifying. ,prison,0.020647302,0.131147154,-0.012864461,-0.070166962,0.019093376
1054,detention camp,detention camp,"Unlike the priest with the poor sinner remote from the world in the secrecy of the quiet confessional, A.M.G. sends its questionnaire into my home and, like an examining judge with a criminal, barks its one hundred and thirty-one questions at me: it demands, coldly and flatly, nothing less than the truth; it even threatens twice-once at the beginning and once at the end-to punish envisaged I can only too vividly imagine. (See Remarks, at the end of this questionnaire.) Salomon was badly beaten, and his wife was raped, by American soldiers in a postwar detention camp.-MM ",prison,0.068281939,0.079601967,-0.015558847,-0.011908373,0.008300813
1055,detention camp,detention camp,"Under the NHS, people as I am aware the only place in the USA where you can get FREE medical treatment without ANY charge is Guantanamo Bay detention camp in Cuba. ",prison,0.119732825,0.367652908,-0.259520627,-0.127049253,0.023422971
1056,detention camp,detention camp,"If you allow your surroundings to dictate your feelings (or simply affect them too much), then good luck the day you're thrown in a detention camp and surrounded by people who will no doubt depress you. ",prison,0.188688284,0.312221953,-0.01970177,0.162457295,-0.107427314
1057,detention camp,detention camp,"Her experiences, then, read like a parable of this century: persecution, statelessness, exile, a brief internment in a detention camp, immigration, success and public recognition. ",prison,0.061656023,0.181385063,-0.068368864,-0.025013621,0.007745493
1058,detention camp,detention camp,"According to one, Guantanamo Bay detention camp was to be closed within a year. ",prison,-0.058753929,-0.169789564,0.394266212,-0.078083707,0.019080785
1059,economical with the truth,economical with the truth,"Conclusion: you are a bit economical with the truth, perhaps. ",to be lying,-0.454708314,-0.504673437,0.490266949,1.576375202,-0.248274384
1060,pass gas,pass gas,"Just like the ones that say it is not polite to talk with your mouth full, or pass gas in an elevator. ",fart,-0.097496438,-0.027210809,0.023734233,0.272322814,-0.369783516
1061,dearly departed,dearly departed,Dearly Departed Tours Presents: The Nellie Oleson Tour with Alison Arngrim Hey folks here is your chance to meet and spend time with Alison on a private tour of Hollywood and the environs. ,dead,0.127275798,-0.148696355,0.418449805,0.123603746,-0.005706558
1062,dearly departed,dearly departed,"If you want to buy a turquoise car because you like the color, or because it reminds you of your dearly departed grandmother, or because your family has some sort of tradition of buying them, or because it was on sale, or because it matches the color of a vat of touch-up paint that you keep in your garage, then I could understand that. ",dead,0.011626125,-0.452893292,2.491835011,0.720806431,-0.074236297
1063,dearly departed,dearly departed,"They're used to the ""drill"" of helping grieving relatives give a proper sendoff to their dearly departed. ",dead,-0.080581122,-0.428342923,0.547822242,0.627809972,-0.074208344
1064,terminating a pregnancy,pregnancy termination,There are valid reasons for terminating a pregnancy. ,having an abortion,-0.058465291,0.322332037,-0.027913059,0.850568591,-0.199913106
1065,pregnancy termination,pregnancy termination,Two weeks ago Savita Halappanavar died of septicemia resulting from medical complications when she was denied pregnancy termination after the diagnosis of a miscarriage had been made. ,abortion,-0.11385031,-0.146261782,0.011527641,0.167139838,-0.051596995
1066,terminating a pregnancy,pregnancy termination,Terminating a pregnancy is murder. ,having an abortion,0.020021825,-0.075842399,-0.001209722,0.063652139,-0.093921871
1067,pregnancy termination,pregnancy termination,"Several conservative methods for pregnancy termination have been suggested to avoid bleeding, preserve the uterus, and maintain fertility. ",abortion,-0.022023616,-0.232550427,0.540133321,0.229068236,-0.074470539
1068,senior citizen,senior citizen,Shooting unarmed American while handcuffed or tasering senior citizen while confine to a bed on oxygen. ,old person,-0.109225636,-0.052517212,0.017529263,0.038649582,-0.021955846
1069,senior citizen,senior citizen,I think he will make a very much better person to stand up for the Senior Citizen than the other choice. ,old person,0.031278458,-0.006528337,-0.031452852,0.534784574,-0.046621426
1070,senior citizens,senior citizen,"My money's on Biden-and on Obama, literally-since Romney and Ryan pretty much promise the death penalty for senior citizens who are dependent on Social Security and Medicare. ",old people,-0.031916119,0.013376968,0.026877702,0.03969831,-0.036762924
1071,senior citizen,senior citizen,"I have client's who are far younger and more able bodied than I-I'm a senior citizen, who let the state pay all their expenses and then have home care so they won't have to sweep the floor, buy the groceries, cook the food, drive the car. ",old person,-0.040911797,-0.37992733,0.69078312,0.422445452,-0.144612109
1072,senior citizens,senior citizen,"Maybe if Pfizer and the other BIg Drug Moguls who are poisoning our youth and giving our senior citizens erections topple Mary Jane could resume her rightful place in America as sacrament priority for courts and cops on the street, a step in the right direction! ",old people,0.012499438,0.03876899,-0.010463829,0.009927271,-0.01379844
1073,senior citizen,senior citizen,"In business, an employer may stop showing respect for the contributions of a senior citizen and skirt the issue of age discrimination in the name business freedom. ",old person,-0.076616631,-0.112013892,0.052881159,0.141801757,-0.024309336
1074,senior citizens,senior citizen,That's because her work involve placing senior citizens in white chairs and then sticking them to the side of buildings some 20ft in the air! ,old people,-0.200958589,-0.297967622,0.217811516,0.19779709,-0.082952407
1075,senior citizens,senior citizen,Think Senior Citizens and end of life. ,old people,-0.502510013,-0.397857734,0.310065124,0.505508328,-0.184362453
1076,senior citizens,senior citizen,"""Anyone who dearly loves their pet should consider one of these,"" Welch said. "" Especially senior citizens or single pet owners, or people who have a pet who needs lots of special care for some reason. ",old people,0.105929418,-0.099935203,0.320247051,0.19395098,-0.012545092
1077,senior citizens,senior citizen,"We're not talking about a few riots, burning some cars or assaulting senior citizens on the morning tram. ",old people,-0.012688265,0.076849341,0.00106414,0.022014455,-0.018635348
1078,senior citizen,senior citizen,I am a senior citizen and not up to all things technical but I do know how to load my pictures on the computer. ,old person,-0.075577802,-0.35076396,0.943543836,1.018620331,-0.141524881
1079,senior citizens,senior citizen,He proposed that medicines and procedures be rationed to the Senior Citizens. ,old people,-0.163960926,-0.0940031,0.414538643,0.304841838,-0.067567015
1080,senior citizens,senior citizen,Devyn definitely has nerve considering she sexes up senior citizens for money and everyone remembers the fool Nany made of herself with Adam on her RR season. xZulZomx (11/14/2012 4:30:46 AM) ,old people,0.088655733,0.216846138,-0.084193699,0.027380128,-0.037863622
1081,senior citizens,senior citizen,They're senior citizens on fixed incomes. ,old people,-0.310951302,-0.223593788,0.490864178,0.403495825,-0.197132262
1082,senior citizens,senior citizen,"Besides using the Death-Squad's Salvadorian $$$ to fund BAIN-- he/is not a ""venture capitalist""; rather, Romney was/is a ""leveraged buyout specialist""........... Mitt made his money by cannabilizing a weak corporation with a weak Board, and then walking away and leaving the bankruptcy costs to be born by our society, by leaving the busted pensions to be backed up by you and me............ by leaving all those destroyed senior citizens lives to you and me to pick up the pieces. ",old people,0.003145821,0.028164867,-0.001948998,0.099145571,-0.070694451
1083,senior citizens,senior citizen,"The saddest patients (senior citizens) I have are not the poor or the sick but those who did not learn to exercise their minds when they were young. "" (less) ",old people,-0.091364815,-0.079110359,0.005671556,0.024569205,-0.010552007
1084,senior citizen,senior citizen,"While we're not looking, everyone in popular music moves from symbol of youth to senior citizen-- unless they fulfil the callow wish The Who once hurled at us: ""Hope I die before I get old."" Ask Pete Townshend or Roger Daltry how they feel about that now. ",old person,-0.003072522,0.002487166,0.003618555,-0.011615001,0.003620369
1085,senior citizen,senior citizen,"The offline facts: Female fertility starts to decline at the tender age of 27; by 35, a woman is considered to be ""of advanced maternal age,"" a senior citizen in the maternity ward. ",old person,-0.101907148,-0.186046916,0.196777366,0.135310349,-0.039499936
1086,senior citizens,senior citizen,"Tom Harkin (D., Iowa) described the proposed chains with this analogy: ""they want you to swim, but they're going to put a log chain around your ankle."" Chained CPI is a helping hand to the argument that Republicans in the main view senior citizens like street litter. ",old people,-0.068982639,-0.094440584,0.08847221,0.082908437,-0.043981189
1087,senior citizen,senior citizen,It's at a senior citizen center so it's nicely heated to approximately 105F. ,old person,0.340421994,-0.0640905,0.529517108,0.230209486,-0.036557947
1088,substance abuser,substance abuser,"I might not agree with what she wrote, but I am not going to become a ""psychiatrist"" and diagnois that she may be a substance abuser or needs psychiatric help. ",person who misuses drugs or alcohol,-0.179247673,-0.092782432,0.026501804,-0.104540678,0.145154167
1089,substance abusers,substance abuser,"Both had lots of substance abusers, divorce, and huge egos and even acted as destructive role models (how many working class men destroyed their lives trying to emulate Sinatra?) ",persons who misuses drugs or alcohol,0.020707121,0.048722322,-0.002233846,-0.13767671,0.274558486
1090,substance abusers,substance abuser,Now that all of us our grown she still talks ad nauseum about once and for all leaving him but I'd trust a substance abuser's resolve over hers .,persons who misuses drugs or alcohol,-0.117511705,-0.122600885,0.169963635,-0.258617391,0.252220718
1091,substance abuser,substance abuser,"Another study found that the average cost to California hospitals of treating a substance abuser is about $8,360 for those in treatment, and $14,740 for those who are not. ",person who misuses drugs or alcohol,-0.163253586,-0.146227634,0.16666575,-0.29259186,0.143832394
1092,substance abusers,substance abuser,I worked with substance abusers and the mentally ill for several years. ,persons who misuses drugs or alcohol,-0.001269994,-0.038309362,0.001714144,-0.129363797,0.204163006
1093,substance abusers,substance abuser,"From enrollment to follow-up, substance abusers may transition in and out of various health and other service settings (e.g., drug or mental health treatment, jail or prison, homeless shelters), activities (e.g., using drugs, in withdrawal or abstaining, criminally active, employed), economic circumstances, and states of physical or emotional health (e.g., mentally ill, medically or cognitively impaired) (Scott &; White, 2005). ",persons who misuses drugs or alcohol,0.222478849,0.539978707,-0.18342675,-0.125549657,0.092146722
1094,substance abusers,substance abuser,"When substance abusers are presented with information about a longitudinal study they may be in a ""vulnerable"" state ( e.g., intoxicated, suffering from withdrawal symptoms or co-occurring mental illness, that may impair their ability to weigh the risks and benefits of the study and impede independent decision-making. ",persons who misuses drugs or alcohol,-0.09850797,-0.00994102,0.024086508,-0.109973265,0.067881698
1095,substance abusers,substance abuser,"The last criteria is especially relevant to materials designed to convey information to chronic substance abusers, given their changing physical and emotional states, but also since many have low rates of educational attainment (Fothergill &; Ensminger, 2006; Gfroerer, Greenblatt, &; Wright, 1997; Kogan, Luo, Brody, &; Murry, 2005) or may be cognitively impaired (Hanson &; Luciana, 2004; Prosser et al., 2006). ",persons who misuses drugs or alcohol,0.054930558,0.234221762,-0.058155081,-0.201714048,0.084314887
1096,substance abusers,substance abuser,"For example, non-cash payments may be more suitable for current substance abusers or treatment clients because they may be overly vulnerable to the influence of payments (Seddon, 2005). ",persons who misuses drugs or alcohol,-0.096007247,-0.462133009,1.152575039,-0.100566886,0.0385675
1097,substance abusers,substance abuser,"Similarly, many substance abusers may participate in research not just for money but also for other reasons such as the opportunity to contribute to research that may benefit fellow substance abusers in the future are desirable enough to facilitate and maintain participation rates while simultaneously appropriate so as not to be coercive. ",persons who misuses drugs or alcohol,-0.222502941,0.320910469,-0.43231701,-0.23503288,0.068447895
1098,substance abusers,substance abuser,"--Walton, M. A., Ramanathan, C. S., &; Reischl, T. M. 1998 Tracking substance abusers in longitudinal research: Understanding followup contact difficulty. ",persons who misuses drugs or alcohol,-0.241803863,-0.265124682,1.229291805,0.072572748,-0.015168806
1099,undocumented workers,undocumented workers,"It seems both the Democrats and Republicans want the American people to accept this luncy of a Bill that allows what they claim an estimated 12 million so called ""undocumented workers"", when in reality they are illegal immigrants, into this country. ",people in a country illegally,-0.184524632,-0.202952482,0.052638431,0.100382178,-0.097205771
1100,undocumented workers,undocumented workers,"The article in headlines talks about a shift then shows a photo of ""undocumented workers"". ",people in a country illegally,-0.157922998,-0.316943156,0.178706525,0.159574033,-0.042851356
1101,undocumented workers,undocumented workers,"The party of Ronald Reagan-- who signed off on amnesty in 1986, mind you-- is now forcing candidates like John McCain and Mitt Romney to embrace inhumane policies towards undocumented workers (and let's call them that when they are hired in this country by American businesses-- those are your true lawbreakers). ",people in a country illegally,-0.244037635,-0.409326804,0.177958824,0.137256853,-0.114164765
1102,undocumented workers,undocumented workers,"Lastly, I will say what I think are ""inhumane"" policies towards undocumented workers. ",people in a country illegally,-0.583111862,-0.67927701,0.223316614,0.071059544,-0.050284974
1103,undocumented workers,undocumented workers,"She now hires undocumented workers regularly because they're reliable, hard-working, and do excellent work. ",people in a country illegally,2.57793326,-0.504793059,19.7504606,1.498465141,-0.144532056
1104,undocumented workers,undocumented workers,Companies that hire undocumented workers are unwilling to pay a legal wage for the work. ,people in a country illegally,-0.279788909,-0.346612411,0.09709804,0.151349605,-0.065491332
1105,undocumented workers,undocumented workers,"You would hew to the exact letter of the law WRTO undocumented workers because you do not like undocumented workers, not out of fealty to the exact letter of the law. ",people in a country illegally,0.155229521,0.301529086,-0.041919847,0.019200209,-0.004913551
1106,undocumented workers,undocumented workers,Undocumented workers in the U.S. do not have the right to request or use unemployment benefits. ,people in a country illegally,-0.321737021,-0.311515777,0.132666777,0.531675158,-0.138409625
1107,undocumented workers,undocumented workers,"The attorney emphasized that undocumented workers, especially those who don't speak English, are more vulnerable, and become easy targets for extortion and fraud. ",people in a country illegally,-0.186623434,-0.190382282,0.032614541,0.053626955,-0.04748947
1108,undocumented workers,undocumented workers,"Like other undocumented workers, they contribute to Social Security even though they can not receive its benefits in a time of needn't get benefits, not even now, when everybody else is getting help from the government for the coronavirus, "" Rosa said. ",people in a country illegally,-0.298120837,-0.58057817,0.708825645,0.473607947,-0.082372934
1109,undocumented workers,undocumented workers,"In Arizona, undocumented workers can not file for medical insurance, food stamps, unemployment, or any other public benefits. ",people in a country illegally,-0.445907084,-0.485205308,0.239965034,0.330959107,-0.102296627
1110,undocumented workers,undocumented workers,"It is no longer about manifestations of the ""Other"" in our midst, such as graffiti and street: unemployment, idleness (evidenced by the hundreds of undocumented workers waiting for work on street corners, when only a few will be hired), frustration, and the increased likelihood of turning to crime. ",people in a country illegally,-0.233292422,-0.249577889,0.064450971,0.11801943,-0.03583415
1111,undocumented workers,undocumented workers,"Before Obama's order, Crane says, ICE agents conducting immigration raids on businesses or sweeping jails for undocumented workers could begin deportation procedures against those who couldn't show they were in the U.S. legally. ",people in a country illegally,-0.058402935,-0.04321866,0.072035481,0.065353786,-0.026597796
1112,pre-owned,pre-owned,"We shall not here enter into the. (For the Adoration of the Cross, THE CROSS AND CRUCIFIX, subtitle II.) ##1407420 local Ford dealers are advertising a sale of their ""certified pre-owned vehicles""-- that is to say, the items formerly known as used cars. ",used,-0.006743243,0.067761483,-0.003799018,0.023344362,-0.003101871
1113,pre-owned,pre-owned,"Today's sellers of Ford pre-owned vehicles, however, don't bother with plausibility even to this limited degree. ",used,-0.006498641,-0.053649419,0.02179394,0.138421609,-0.017644313
1114,pre-owned,pre-owned,However I self-identify with the middle class because around 50% of my friends in America seemed concerned with the lack of the accoutrements in our old and obviously pre-owned home. ,used,-0.045525906,-0.186360032,0.070860482,-0.032853605,0.00667155
1115,pre-owned,pre-owned,"The ""BYOD"" market for consumers will also make for a more vibrant market for pre-owned and refurbished devices. ",used,0.02773836,-0.007207241,0.000687405,0.024682791,-0.001688125
1116,pre-owned,pre-owned,"She said that, ""The new retail platform for fashion and accessories at mass market prices will allow customers to find nearly 750,000 pre-owned items from thredUP in women's and children's clothing as well as accessories, footwear, and handbags."" ",used,0.162946384,-0.098123797,0.558064999,0.077471748,-0.006705848
1117,pre-owned,pre-owned,"Only pre-owned garments and shoes deemed ""new"" or ""like new"" by ThredUp will be offered; ""gently used"" accessories and handbags are also available. ",used,0.074193125,-0.116902456,0.202182655,0.05306669,-0.00430687
1118,pre-owned,pre-owned,""" We are offering different service special deals including Certified Toyota Specials, Finance Specials, Pre-Owned Specials, Service specials, and Parts Special. ",used,0.011048042,-0.052065427,0.064611211,0.074092935,-0.004984102
1119,sanitation workers,sanitation worker,""" Department of Sanitation New York supervisor texted that sanitation workers are sleeping in the garages:' Everyone seems better than one would expect. ",garbage men,0.003011273,-0.145885633,0.363035128,1.047877962,-0.255637999
1120,sanitation workers,sanitation worker,"In much of the world the front lines of the crisis: not just doctors, nurses, care-givers, and pharmacists, but also sanitation workers, farmers, supermarket cashiers, and truck drivers. ",garbage men,-0.464543606,-0.485353726,0.301829343,0.689054531,-0.150936273
1121,sanitation workers,sanitation worker,"For instance, around 30,000 sanitation workers are employed by the Greater Mumbai Municipal Corporation and all 30,000 are Dalits. ",garbage men,-0.463027828,-0.48245771,0.67853304,0.307819641,-0.257987393
1122,sanitation workers,sanitation worker,"And this is a result of ideology, even if our political betters in the national press corps refuses the city once had 15,000 sanitation workers. ",garbage men,-0.492874175,-0.478127258,0.211151253,1.508607302,-0.325738852
1123,sanitation workers,sanitation worker,Hundreds of crores were spent to welcome the US President in February but the government is unable to provide proper protective gears to sanitation workers during this pandemic because in India the cheapest product is the life of a Dalit. 71921041 Public Transport may open soon with riders: Gadkari ,garbage men,-0.231202806,-0.259321836,0.115362157,0.936835273,-0.224017088
1124,sanitation workers,sanitation worker,"In India, trash is not segregated-- everything is mixed sanitation workers encounter sanitary pads, expired medicines and broken glasses in trash bags. ",garbage men,-0.300540611,-0.43035357,0.360594142,0.336222499,-0.182476661
1125,sanitation workers,sanitation worker,"So, despite being at the frontlines, sanitation workers are still at the bottom of our priorities. ",garbage men,-0.577946178,-0.499929176,0.109896436,3.45206559,-0.5357495
1126,sanitation workers,sanitation worker,"When I asked Sunil Yadav, who is an essential worker during the pandemic, what had changed for sanitation workers, he said, "" Nothing, nobody cares. ",garbage men,-0.285139411,-0.293818157,0.22864602,1.624404325,-0.233896652
1127,sanitation worker,sanitation worker,A sanitation worker who was assigned to work in Dharavi recently tested positive for the novel coronavirus. ,garbage or rubbish collector,0.037507294,0.037223511,-0.057602816,0.923004183,-0.216432229
1128,sanitation worker,sanitation worker,"Her husband works as a sanitation worker in a hospital and earns Rs 7,500 per month. ",garbage or rubbish collector,-0.31038931,-0.389832589,2.38492862,1.338169731,-0.333059718
1129,sanitation workers,sanitation worker,"At a briefing Monday, Mayor Michael R. Bloomberg defended his decision to keep most of the city government open for business on Monday, saying ""that's what we're here to do, to serve New Yorkers."" But he did say that he had instructed his commissioners ""to use their judgment"" to determine if employees who were not involved in response or. "" No word yet on Tuesday, though he did say that sanitation workers, for instance, would be on 12-hour shifts to pick up refuse, and clear storm debris. ",garbage men,-0.003951026,-0.059836229,0.317949159,0.313969454,-0.027286504
1130,sanitation workers,sanitation worker,"But for corporates and political leaders, sanitation workers hardly ever count as frontline workers. ",garbage men,-0.535717952,-0.565208489,0.45840131,3.287039162,-0.468603981
1131,sanitation worker,sanitation worker,The idea that Thomas Friedman might see his federal tax rate go up a few percentage points does not equate with a sanitation worker or Walmart clerk having to clock in for another four years before they can claim Social Security. ,garbage or rubbish collector,-0.236095361,-0.21380867,0.145555306,0.672117509,-0.200973463
1132,sanitation workers,sanitation worker,"But the convention's success depends on the work of the city's sanitation workers, who are banned by law from exercising that right. ",garbage men,-0.588603353,-0.651570996,0.703510496,3.278133894,-0.481090468
1133,sanitation workers,sanitation worker,"The result: The mayor ultimately threw in the towel, and transit workers enjoyed average annual raises Perhaps inspired by the success of their brethren in the transit union, sanitation workers and teachers soon went on strike, marking a pattern of labor unrest that would dog Lindsay throughout his first term. ",garbage men,-0.152898618,-0.186989651,0.202483145,0.502237393,-0.114029833
1134,sanitation workers,sanitation worker,This case has raised concerns around the lives of the sanitation workers during the pandemic. ,garbage men,-0.401705988,-0.287941888,0.14466842,1.412666011,-0.462866473
1135,sanitation workers,sanitation worker,"The range of concerns is extraordinary: a failed education approach; scandals which are stunning in their scope; public safety policies that clearly don't work; an historic increase in traffic accidents, growing homelessness and above all, and perhaps most seriously, the as yet unknown wage and benefit demands of public employees like police, firemen, sanitation workers, teachers and the Metropolitan Transit Authority. ",garbage men,-0.098243676,-0.08537704,0.013401087,0.218030881,-0.062997616
